,Agent Name,Agency Name,Website,Contact Method,Debut Authors,Generes,Previous Clients,Location
498,Shannon Hassan,"Marsal Lyon Literary Agency, LLC",https://www.marsallyonliteraryagency.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Women's Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction","Jennie Liu, Caroline Woods, Allison Gervais, Frank L. Cole, Kita Murdock, Dusti Bowling","San Diego, US"
499,Katie Grimm,Don Congdon Associates,http://www.doncongdon.com/,Email,None,"Fiction, Commercial Fiction, Fantasy, Historical Fiction, Literary Fiction, Science Fiction, Women's Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade, Diverse Fiction, BIPOC, LGBTQ","Elizabeth Huergo, David Lomax, Mickey George, Rebecca Altman, Jaime Green","New York, US"
500,Jess Dallow,Brower Literary & Management,http://www.browerliterary.com/,Email,None,"Fiction, Commercial Fiction, Mystery, Romance, Thriller, Women's Fiction, Young Adult, Nonfiction, Diverse Fiction, #ownvoices, BIPOC, LGBTQ","Sonia Hartl, Annette Christie","New York, US"
501,Chris Parris-Lamb,The Gernert Company,http://www.thegernertco.com/,Email,None,"Fiction, Historical Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics, Sports","Chad Harbach, Manny Howard, Hillary Jordan","New York, US"
502,Maria Massie,Massie & McQuilkin,http://www.mmqlit.com/,Email,None,"Fiction, Literary Fiction, Women's Fiction, Nonfiction, Memoir, Narrative Nonfiction","Uwem Akpan, Anne Carson, Jennifer Chiaverini, Victoria Vinton","New York, US"
503,Austin Wilson,"Wolgemuth & Associates, Inc.",https://wolgemuthandassociates.com/,Email,None,"Nonfiction, Christian",Building a client list,"Orlando, US"
504,Elise Dillsworth,David Higham Literary Agency,https://www.davidhigham.co.uk,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction, Diverse Fiction, African-American, BIPOC, LGBTQ","Maria Bradford, Anthony Joseph, Usma Malik, Stephanie Victoire, Melissa Mouat","London, GB"
505,Lydia Silver,Darley Anderson Literary Agency,https://www.darleyanderson.com/,Email,☑️ Interested in debut authors,"Fiction, Young Adult, Nonfiction, Children's Book, Middle Grade, Picture Book, Diverse Fiction, African-American, BIPOC, LGBTQ","Soofiya, Catherine Jacob, Dominic Beesley, Hannah Moffatt, Gina Blaxill","London, GB"
506,Regina Brooks,Serendipity Literary Agency,https://www.serendipitylit.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Young Adult, Nonfiction, Business Book, Narrative Nonfiction, Politics, Self-Help, Spirituality, Children's Book, Diverse Fiction, African-American","Marilyn Nelson, Lawrence Jackson, Derrick Barnes, Sundee Frazier, Ed Gordon","New York City, US"
507,Jan Miller,Dupree Miller & Associates,http://www.dupreemiller.com/index.html,Online submission form,None,"Nonfiction, Business Book, Christian, Narrative Nonfiction, Politics, Self-Help, Spirituality","Lisa Bloom, Nick Vujicic, Joel Osteen","Dallas, US"
508,Curtis Yates,Yates & Yates,http://www.yates2.com/,Email,None,"Nonfiction, Christian, Spirituality","Jennie Allen, Jen Hatmaker, Jon Acuff, Ben Carson, John Eldredge","Los Angeles, US"
509,Jessica Papin,"Dystel, Goderich & Bourret",https://www.dystel.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Women's Fiction","Robin Lynn Williams,Fadhil al-Azzawi, Alaa Al Asway, Alexandra Lapierre, Valerie Trueblood","New York, US"
510,Alexandra Levick,Writers House,http://www.writershouse.com/,Email,None,"Fiction, Commercial Fiction, Fantasy, Horror, Literary Fiction, Science Fiction, Thriller, Young Adult, Children's Book, Middle Grade, Picture Book","Nic Yulo, Monica Arnaldo, Ashley Blooms, Kate Hart","New York, US"
511,Steven Axelrod,The Axelrod Agency,http://www.axelrodagency.com/,Email,None,"Fiction, Chick Lit, Fantasy, Mystery, New Adult, Romance, Thriller, Women's Fiction, Young Adult","S.J. Rozan, Christine Feehan, Suzanne Brockman, J.R. Ward, Julia Quinn","New York, US"
512,Keely Boeving,WordServe Literary Group,https://www.wordserveliterary.com/,Email,None,"Fiction, Commercial Fiction, Nonfiction, Business Book, Christian, Politics, Self-Help, Children's Book, Memoir, Narrative Nonfiction, Picture Book, Spirituality, Women's Fiction, Young Adult","Wade Mullen, Joshua Kemble, T.L. Peters, Daniel Bowman Jr.","Denver, US"
513,Justine Barker,Mayfair Literary Agency,https://www.mayfairliteraryagency.com.au/,Email,None,"Fiction, Young Adult, Children's Book, Middle Grade, Picture Book","Coral Vass, Mike Lucas, Leah Russack, Emma Middleton","Melbourne, AU"
514,Nick Harrison,WordServe Literary Group,https://www.wordserveliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Nonfiction, Business Book, Christian, Politics, Self-Help, Spirituality, Children's Book, Feminism, Memoir","Angela Breidenbach, Linda Clare","Denver, US"
515,Sheila Crowley,Curtis Brown UK,https://www.curtisbrown.co.uk/,Email,None,"Fiction, Commercial Fiction, Crime Fiction, Literary Fiction, Thriller, Nonfiction, Business Book, Memoir, Sports","Sarah Archer, Yolanda Barker, Melissa Hill, Alice Hoffman","London, GB"
516,Tracy Fisher,William Morris Endeavor,https://www.wmeagency.com/,Email,None,"Fiction, Chick Lit, Commercial Fiction, Humor, Nonfiction, Memoir","Amy Sedaris, Joy Fielding, Astrid Holleeder, Heike Faller","Los Angeles, US"
517,Amanda Orozco,Transatlantic Agency,https://www.transatlanticagency.com/,Email,None,"Fiction, Commercial Fiction, Fantasy, Horror, Romance, Science Fiction, Short Story, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Politics, Diverse Fiction, BIPOC, Poetry","Charlene Hsu, Stephanie Morrill, Matt Sedillo, Dennis Danziger","Toronto, CA"
518,Chad Luibl,Janklow & Nesbit Associates,http://www.janklowandnesbit.com/,Email,None,"Fiction, Commercial Fiction, Crime Fiction, Fantasy, Graphic Novel, Horror, Humor, Literary Fiction, Mystery, Poetry, Science Fiction, Short Story, Thriller, Nonfiction, Memoir, Narrative Nonfiction, Sports, Diverse Fiction, LGBTQ","Kent Babb, Kristen Green, Ben Passmore, Jonah Newman","New York, US"
519,Eric Smith,P.S. Literary Agency,https://www.psliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Fantasy, Literary Fiction, Science Fiction, Young Adult, Diverse Fiction, LGBTQ","Adam Sass, Anna Hecker, Erica Boyce","Toronto, CA"
520,Garrett Alwert,Emerald City Literary Agency,http://www.emeraldcityliterary.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction, BIPOC, LGBTQ","Dale Walls, Rose Egal, Becky Wallace, Nicole Tyndall","Seattle, US"
521,Tara Gilbert,Jennifer DeChiara Literary Agency,https://www.jdlit.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Fantasy, Graphic Novel, Horror, Romance, Young Adult, Nonfiction, Children's Book, Middle Grade, Diverse Fiction, BIPOC, LGBTQ, Spirituality","Lee Mandelo, C.G. Drews, Joanna Cacao","New York, US"
522,Jennifer Mattson,Andrea Brown Literary Agency,http://www.andreabrownlit.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Fantasy, Mystery, Thriller, Young Adult, Children's Book, Middle Grade, Picture Book, Diverse Fiction, BIPOC, LGBTQ","Katy Loutzenhiser, Kate Hannigan, Kim Norman, Linda Ashman","Chicago, US"
523,Miriam Goderich,"Dystel, Goderich & Bourret",https://www.dystel.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Business Book, Memoir, Narrative Nonfiction","Ijeoma Olua, Morgan Rhoes, Tayari Jones","New York, US"
524,Chelene Knight,Transatlantic Agency,https://www.transatlanticagency.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir","Garvia Bailey, Amanda Brugel, Bee Quammie, Kai Thomas","Toronto, CA"
525,Nalini Akolekar,Spencerhill Associates,https://www.spencerhillassociates.com/,Online submission form,None,"Fiction, Romance, Thriller, Women's Fiction, Commercial Fiction, Historical Fiction, Horror","Denny S. Bryce, Kristie Wolf, Misty Waters, Mary Behre","Tampa, US"
526,Brettne Bloom,The Book Group,http://www.thebookgroup.com/,Email,None,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Young Adult, Nonfiction, Cookbook, Memoir, Spirituality","Selma Blair, Elisabeth Egan, Sophie Flack, Patrick Somerville, Erin Gates","New York, US"
527,Caroline Sheldon,Caroline Sheldon Literary Agency,https://www.carolinesheldon.co.uk/,Email,None,"Fiction, Commercial Fiction, Historical Fiction, Young Adult, Children's Book, Middle Grade, Picture Book","Julia Donaldson, Penny Dale, John Agard, Jean Ure, Kaye Umansky","London, GB"
528,Allison Remcheck,Stimola Literary Studio,https://www.stimolaliterarystudio.com/,Online submission form,None,"Fiction, Historical Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction, LGBTQ","Kenneth Kraegel, Jacob Kramer, Esme Raji Codell, Courtney Allison Moulton","New York City, US"
529,Clare Wallace,Darley Anderson Literary Agency,https://www.darleyanderson.com/,Email,☑️ Interested in debut authors,"Fiction, Women's Fiction, Young Adult, Children's Book, Middle Grade, Picture Book","Caroline Crowe, Tom Ellen, A M Howell, Martyn Ford, Stewart Foster","London, GB"
530,Scott Waxman,Waxman Literary Agency,http://www.waxmanleavell.com/,Email,None,"Fiction, Action & Adventure, Crime Fiction, Fantasy, Mystery, Thriller, Young Adult, Nonfiction, Business Book, Memoir, Narrative Nonfiction, Sports, Children's Book, Middle Grade","John Daly, David Faber, Stephan Talty, Jon Wertheim","New York, US"
531,Jessica Saint Jean,Jill Grinberg Literary Management,https://jillgrinbergliterary.com/,Email,None,"Fiction, Graphic Novel, Young Adult, Children's Book, Middle Grade, Diverse Fiction",Building a client list,"New York, US"
532,Stephanie Delman,Sanford J. Greenburger Associates,https://www.trellisliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Fantasy, Historical Fiction, Humor, Literary Fiction, Thriller, Nonfiction, Memoir, Narrative Nonfiction, Diverse Fiction, #ownvoices, Feminism","Zakiya Dalila Harris, J. Nicole Jones, Julia Fine, Katie M. Flynn, Theodore Wheeler","New York City, US"
533,Rebecca Podos,Rees Literary Agency,http://www.reesagency.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Fantasy, Graphic Novel, Historical Fiction, Horror, New Adult, Romance, Science Fiction, Women's Fiction, Young Adult, Children's Book, Diverse Fiction, #ownvoices, BIPOC, LGBTQ","Rin Chupeco, Jen Anckorn, Ryan Bradford, Sarah Nicolas","Boston, US"
534,Anjali Singh,Ayesha Pande Literary,http://www.pandeliterary.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Graphic Novel, Literary Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction","Bridgett Davis, Susan Abulhawa, Nawaaz Ahmed, Gillian Goerz","New York City, US"
535,Penny Moore,Aevitas Creative Management,https://aevitascreative.com/,Online submission form,None,"Fiction, Fantasy, Young Adult, Children's Book, Middle Grade, Picture Book","Waka T. Brown, Maya Prasad, Rona Wang, Auriane Desombre, Rona Wang, Beth Evans, Lyla Lee","Boston, US"
536,Jim Donovan,Jim Donovan Literary,https://www.jimdonovanliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Literary Fiction, Mystery, Thriller, Nonfiction, Narrative Nonfiction, Memoir","Jim Dent, Jeff Guinn, Michael Kauffman, Ron Faust","Dallas, US"
537,Michelle Tessler,Tessler Literary Agency,http://www.tessleragency.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Literary Fiction, Women's Fiction, Nonfiction, Business Book, Memoir, Narrative Nonfiction","Michele Owens, Guy Winch, Kelly Lambert, Brian Alexander","New York City, US"
538,Sam Copeland,RCW Literary Agency,https://www.rcwlitagency.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Historical Fiction, Literary Fiction, Science Fiction, Thriller, Young Adult, Children's Book, Middle Grade, Picture Book","Alex Michaelides, Rosie Andrews, Holly Jackson, Jenny Pearson, Katherine Stansfield","London, GB"
539,Esmond Harmsworth,Aevitas Creative Management,https://aevitascreative.com/,Online submission form,None,"Fiction, Commercial Fiction, Crime Fiction, Historical Fiction, Horror, Literary Fiction, Mystery, Thriller, Nonfiction, Business Book, Memoir, Narrative Nonfiction, Politics","Ron Adner, Michelle Hoover, Erin Arvedlund, Donna Fenn, Alisa Libby","Boston, US"
540,Reiko Davis,DeFiore and Company,http://www.defliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Chick Lit, Commercial Fiction, Humor, Literary Fiction, Romance, Short Story, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Politics, Children's Book, Middle Grade, Diverse Fiction, BIPOC, LGBTQ","Lindsey Klingele, Alan Gelb, Devi S. Laskar, Genevieve Plunkett, Erin Judge","New York City, US"
541,Renee Zuckerbrot,Massie & McQuilkin,http://www.mmqlit.com/,Email,None,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Short Story, Nonfiction, Narrative Nonfiction","Kelly Link, Dan Chaon, Keith Lee Morris, Shawn Vestal, Karin Tidbeck, Nathan Ballingrud","New York City, US"
542,Heather Schroder,Compass Talent,https://www.compasstalent.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Mystery, Women's Fiction, Nonfiction, Memoir, Narrative Nonfiction","Candace Bushnell, Stephen Chbosky, Ben Fountain, Nick Reding","New York, US"
543,Bob Hostetler,Steve Laube Agency,https://stevelaube.com/,Email,☑️ Interested in debut authors,"Nonfiction, Business Book, Christian, Spirituality, Historical Fiction, Humor, Romance, Thriller, Women's Fiction","Jessica Brodie, K.S. Moore, Rebekah Millet, Leslie DeVooght","Phoenix, US"
544,Wendy Goldman Rohm,The Rohm Literary Agency,http://www.therohmliteraryagency.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Poetry, Young Adult, Nonfiction, Business Book, Memoir, Narrative Nonfiction","Saket Soni, Marcello Simonetta, Janina Scarlet, Taiye Selasi","New York, US"
545,Eric Simonoff,William Morris Endeavor,https://www.wmeagency.com/,Email,None,"Fiction, Literary Fiction, Short Story, Thriller, Nonfiction, Memoir, Narrative Nonfiction, Politics","Stephen Chbosky, Yaa Gyasi, James Frey, Edward P. Jones, Phil Klay, Jhumpa Lahiri","Los Angeles, US"
546,Sherna Khambatta,Sherna Khambatta Literary Agency,http://www.shernakhambatta.com/,Online submission form,None,"Nonfiction, Cookbook","Michael Benanav, Vanessa Able, Gopika Kapoor, Vijay Santhanam","Mumbai, IN"
547,Moe Ferrara,BookEnds Literary Agency,http://www.bookendsliterary.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Fantasy, Horror, Romance, Young Adult, Children's Book, Middle Grade, Picture Book, Diverse Fiction, #ownvoices, BIPOC, LGBTQ","Robbie Couch, Cale Dietrich, Dee Garretson, Ashley Belote, Hallee Adelman, Matthew Dow Smith","Newark, US"
548,Robert Barnett,Williams & Connolly,https://www.wc.com,Email,None,"Nonfiction, Memoir","James Patterson, Barack Obama, Hillary Clinton, Bill Clinton","Washington, US"
549,Rebecca Gradinger,Fletcher & Company,http://www.fletcherandco.com/,Email,None,"Fiction, Commercial Fiction, Humor, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction","Courtney Maum, Holly Whitaker, Kathleen Grissom, Maggie Shipstead","New York, US"
550,Sarah Freese,WordServe Literary Group,https://www.wordserveliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Nonfiction, Business Book, Christian, Politics, Self-Help, Spirituality, Children's Book, Memoir, Women's Fiction","Cynthia Herron, Pat Lee, Hannah Linder, Erica Vetsch","Denver, US"
551,Trinity McFadden,The Bindery,https://www.thebinderyagency.com/,Online submission form,☑️ Interested in debut authors,"African-American, BIPOC, Christian, Diverse Fiction, Feminism, LGBTQ, Literary Fiction, Narrative Nonfiction, Nonfiction, #ownvoices, Politics, Self-Help, Spirituality","Ally Henny, Dr. Laura E. Anderson, Toni Collier, Alma Zaragoza-Petty, Jeanine Amapola","Denver, US"
552,Linda Epstein,Emerald City Literary Agency,http://www.emeraldcityliterary.com/,Online submission form,None,"Fiction, Young Adult, Children's Book, Middle Grade, Picture Book, Diverse Fiction, African-American, BIPOC","Bill Konigsberg, Lisa Rosinsky, Kate Klise, Carrie Finison","Seattle, US"
553,Jolene Haley,"Marsal Lyon Literary Agency, LLC",https://www.marsallyonliteraryagency.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Fantasy, Horror, Mystery, Romance, Thriller, Women's Fiction, Young Adult, Nonfiction, Self-Help, Spirituality, Children's Book, Middle Grade",Building a client list,"San Diego, US"
554,Holly Bemiss,Susan Rabiner Literary Agency,https://www.rabinerlit.com/,Email,None,"Fiction, Graphic Novel, Nonfiction, Narrative Nonfiction, Self-Help","Ellen Forney, Erin Bried, Kari Chapin, Lucy Knisley","New York, US"
555,Sam Farkas,Jill Grinberg Literary Management,https://jillgrinbergliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Action & Adventure, Commercial Fiction, Crime Fiction, Fantasy, Graphic Novel, Historical Fiction, Horror, Humor, Literary Fiction, Mystery, New Adult, Romance, Science Fiction, Thriller, Women's Fiction, Young Adult, Nonfiction, Memoir, Children's Book, Middle Grade, Diverse Fiction, BIPOC, LGBTQ",Building a client list,"New York City, US"
556,Maeve MacLysaght,Copps Literary Services,https://www.coppsliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Fantasy, Graphic Novel, Mystery, Romance, Science Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction, BIPOC, LGBTQ","Briane Vallene, Lee Stokes, Marianne Khalil, Sami Ellis, Toril Orlesky","San Francisco, US"
557,Caroline Walsh,David Higham Literary Agency,https://www.davidhigham.co.uk,Email,None,"Fiction, Graphic Novel, Nonfiction, Children's Book, Middle Grade, Picture Book, Diverse Fiction, BIPOC, LGBTQ","Antonia Barber, Joe Berger, Kathryn Cave, Eve Edwards, Candida Harper, Trish Cooke","London, GB"
558,Jacqui Lipton,Raven Quill Literary Agency,https://www.thetobiasagency.com/,Email,None,"Fiction, Romance, Young Adult, Nonfiction, Children's Book, Middle Grade, Crime Fiction, Mystery, Picture Book","Jena Pincott, Salima Alikhan, Monique Gray Smith, Dionna Mann, Kaelyn Christian, Tziporah Cohen","New York, US"
559,Hannah VanVels,Belcastro Literary Agency,http://belcastroagency.com/,Online submission form,None,"Fiction, Action & Adventure, Commercial Fiction, Fantasy, Horror, Humor, Mystery, New Adult, Romance, Science Fiction, Thriller, Women's Fiction, Young Adult, Children's Book, Middle Grade, Picture Book, Diverse Fiction, #ownvoices, BIPOC, LGBTQ","Matthew Broberg-Moffitt, Mato J. Steger, Laura Samotin","New York, US"
560,Kimberly Brower,Brower Literary & Management,http://www.browerliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Fantasy, Mystery, Romance, Women's Fiction","Brooke Burroughs, Helena Hunting, Lex Martin, Meghan Quinn, L.J. Shen","New York City, US"
561,Mita Kapur,Siyahi,http://siyahi.in/,Email,None,"Fiction, Nonfiction, Memoir","Devdutt Pattanaik, Vish Dhamija, Venita Coelho, Paro Anand","New Delhi, IN"
562,Patrice Caldwell,"New Leaf Literary & Media, Inc.",http://www.newleafliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Fantasy, Graphic Novel, Horror, Romance, Science Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade, Diverse Fiction, African-American, BIPOC, LGBTQ","Meryl Wilsner, Terry Benton, George M. Johnson, Jonas Madden-Connor","New York City, US"
563,Robert Gottlieb,Trident Media Group,https://www.tridentmediagroup.com/,Email,None,"Fiction, Commercial Fiction, Fantasy, Literary Fiction, Mystery, Romance, Science Fiction, Thriller","Deepak Chopra, Dale Brown, Brian Herbert, Alex Orlov, Andrea Kane","New York, US"
564,Laura Cameron,Transatlantic Agency,https://www.transatlanticagency.com/,Email,None,"Fiction, Commercial Fiction, Graphic Novel, Literary Fiction, Women's Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Children's Book, Middle Grade, Picture Book",Building a client list,"Toronto, CA"
565,Dean Cooke,CookeMcDermid,https://cookemcdermid.com/,Online submission form,None,"Fiction, Commercial Fiction, Fantasy, Horror, Science Fiction, Thriller, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade","Cherie Dimaline, John Irving, Marsha Skrypuch, Lilian Nattel","Toronto, CA"
566,Haley Casey,"Creative Media Agency, Inc.",http://cmalit.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Literary Fiction, New Adult, Romance, Women's Fiction, Young Adult, Nonfiction, Memoir, Children's Book, Middle Grade, Diverse Fiction, BIPOC, Feminism, LGBTQ",Building a client list,"New York City, US"
567,Joelle Delbourgo,"Joelle Delbourgo Associates, Inc.",http://www.delbourgo.com/,Email,None,"Fiction, Historical Fiction, Humor, Science Fiction, Nonfiction, Narrative Nonfiction","Ben Winters, Debbie Cenziper, Dale Russakoff, Ariel Burger","Newark, US"
568,Julia Lord,Julia Lord Literary Management,http://www.julialordliterarymgt.com/,Email,None,"Fiction, Action & Adventure, Historical Fiction, Humor, Mystery, Thriller, Young Adult, Nonfiction, Narrative Nonfiction, Sports","Elizabeth Rush, Daniel M. Klein, Thomas Cathcart, Ethan Chorin, Chuck Pfarrer","New York, US"
569,Jessica Watterson,Sandra Dijkstra Literary Agency,http://www.dijkstraagency.com/,Email,None,"Fiction, Fantasy, Mystery, Romance, Thriller, Women's Fiction, Young Adult, Diverse Fiction, LGBTQ","Rosie Danan, Alexa Martin, Renee Carlino, Katie Ruggle, Debbie Burns","San Diego, US"
570,Melissa Danaczko,Stuart Krichevsky Literary Agency,http://skagency.com/,Email,None,"Fiction, Action & Adventure, Commercial Fiction, Historical Fiction, Literary Fiction, Thriller, Women's Fiction, Nonfiction, Narrative Nonfiction, Memoir","Marina Scott, Amanda Jayatissa, Bernice McFadden","New York City, US"
571,Erica Rand Silverman,Stimola Literary Studio,https://www.stimolaliterarystudio.com/,Email,☑️ Interested in debut authors,"Fiction, Young Adult, Nonfiction, Children's Book, Middle Grade, Picture Book","Daniel Abdo, Cynthia Alonso, Adam Auerbach, Joyce Hesselberth","New York City, US"
572,Emily Forney,BookEnds Literary Agency,http://www.bookendsliterary.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Action & Adventure, Commercial Fiction, Fantasy, Graphic Novel, Historical Fiction, Humor, Literary Fiction, New Adult, Romance, Women's Fiction, Young Adult, Nonfiction, Children's Book, Middle Grade, Picture Book, Diverse Fiction, #ownvoices, African-American, BIPOC, LGBTQ",Building a client list,"Newark, US"
573,Jemiscoe Chambers-Black,Andrea Brown Literary Agency,http://www.andreabrownlit.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Fantasy, Graphic Novel, New Adult, Romance, Thriller, Women's Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction, African-American, BIPOC, LGBTQ, Horror","Tiffany Brownlee, Heather Powell, Shondra Walker, Carol Williams","Chicago, US"
574,Amy Collins,Talcott Notch Literary Services,https://amysadvice.com/,Online submission,☑️ Interested in debut authors,"Cookbook, Fantasy, Science Fiction","Trevor Crafts, Nicole Evelina, Khan Wong, Natalie Harnett, Caroline Dunford, Devrie Donalson, Stacey McEwan","New York, US"
575,Lara Perkins,Andrea Brown Literary Agency,http://www.andreabrownlit.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Mystery, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade, Picture Book, Diverse Fiction, BIPOC, LGBTQ","Kirsten W. Larson, Emily Martin, Tami Charles, Katy Tanis","Chicago, US"
576,Amy Tompkins,Transatlantic Agency,https://www.transatlanticagency.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Graphic Novel, Literary Fiction, Young Adult, Nonfiction, Children's Book, Diverse Fiction, #ownvoices","Holly Bennett, Michelle Mulder, Kit Pearson, Kate Inglis","Toronto, CA"
577,Soumeya Bendimerad Roberts,HG Literary,http://www.hgliterary.com/,Online submission form,None,"Fiction, Commercial Fiction, Literary Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Children's Book, Middle Grade","Tara Stringfellow, Rosalie Knecht, Jasmon Drain, Keely Hutton","New York, US"
578,PJ Mark,Janklow & Nesbit Associates,http://www.janklowandnesbit.com/,Email,None,"Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction","Elliot Ackerman, Hannah Lillith Assadi, Ramona Ausubel, Rachel Aviv, Carlene Bauer","New York, US"
579,Neil Olson,Massie & McQuilkin,http://www.mmqlit.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Action & Adventure, Historical Fiction","James Hynes, Bridgett M. Davis, Mario Puzo","New York, US"
580,Erica Bauman,Aevitas Creative Management,https://aevitascreative.com/,Online submission form,None,"Fiction, Action & Adventure, Commercial Fiction, Fantasy, Graphic Novel, Historical Fiction, Horror, Mystery, Science Fiction, Women's Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction, LGBTQ","Andrew Auseon, Tiffany Haas, Kayla Cottingham, Yesenia Moises","Boston, US"
581,Tawny Johnson,Illuminate Agency,https://illuminateliterary.com/,Email,None,"Nonfiction, Business Book, Christian, Memoir, Self-Help, Spirituality","Asheritah Ciuciu, David Jacobsen","Portland, US"
582,Heather Cashman,Storm Literary Agency,https://www.stormliteraryagency.com/,Email,☑️ Interested in debut authors,"Fiction, Action & Adventure, Commercial Fiction, Fantasy, Graphic Novel, Historical Fiction, Humor, Mystery, Science Fiction, Thriller, Young Adult, Nonfiction, Narrative Nonfiction, Sports, Children's Book, Middle Grade, Diverse Fiction","Alisha Gabriel, Sue Heavenrich","Minneapolis, US"
583,Kate Nash,Kate Nash Literary Agency,https://katenashlit.co.uk/,Email,None,"Fiction, Commercial Fiction, Historical Fiction, Romance, Nonfiction, Children's Book, Middle Grade","Amanda Brittany, Casey King, Andie Newton, Maggie Baggot","London, GB"
584,Barb Roose,Books & Such Literary Agency,https://www.booksandsuch.com/,Email,None,"Nonfiction, Christian",Building a client list,"San Francisco, US"
585,Mary C. Moore,Kimberley Cameron & Associates,https://www.kimberleycameron.com/,Email,None,"Fiction, Commercial Fiction, Fantasy, Historical Fiction, Literary Fiction, Mystery, Romance, Science Fiction, Thriller, Women's Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction","C.L. Clark, Veronica Henry, Van Hoang","San Francisco, US"
586,Daniel Mandel,Sanford J. Greenburger Associates,https://www.greenburger.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Business Book, Memoir, Politics, Sports","David Enrich, Talia Lavin, Katie Sise, Brian Young, Lexi Ryan","New York, US"
587,Rachelle Gardner,Gardner Literary,https://rachellegardner.com/,Email,☑️ Interested in debut authors,"Fiction, Romance, Thriller, Women's Fiction, Nonfiction, Christian, Memoir, Diverse Fiction, BIPOC, Feminism, LGBTQ","Rachel Held Evans, Candice Benbow, Cole Arthur Riley, Terry Stokes","Denver, US"
588,Michaela Whatnall,"Dystel, Goderich & Bourret",https://www.dystel.com/,Email,None,"Fiction, Action & Adventure, Commercial Fiction, Fantasy, Graphic Novel, Historical Fiction, Horror, Literary Fiction, Romance, Science Fiction, Thriller, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Children's Book, Middle Grade, Picture Book, Diverse Fiction, LGBTQ",Building a client list,"New York, US"
